State,class
22*S*S+s+s*,Botnet-TCP-Attempt-SPAM
22*s*S+b+s*,Botnet-TCP-Attempt-SPAM
"A+A+R,R*r+S",Botnet-TCP-Attempt-SPAM
*r+s*r*r+r*,Botnet-TCP-Attempt-SPAM
"r,r,S+r+r+B",Botnet-TCP-Attempt-SPAM
"+r*r*R,B,r+",Botnet-TCP-Attempt-SPAM
"12,r+R*s*S+",Botnet-TCP-Attempt-SPAM
88.y.H.,Botnet-TCP-Established-HTTP-Ad
99+y*,Botnet-TCP-Established-HTTP-Microsoft
".y.y,y,H,H,",Botnet-TCP-WEB-Established-SSL
"y.y,y,h,y,y",Botnet-TCP-WEB-Established-SSL
",y,y,y,y.y,",Botnet-TCP-WEB-Established-SSL
21*R+R*A*,Botnet-TCP-Attempt-SPAM
"88,Y+Y.y,y,",Botnet-TCP-WEB-Established
"21,r,r,r,",Botnet-TCP-Attempt-SPAM
",Y0Y*y*y*Y+",Botnet-TCP-WEB-Established-SSL
88*Y+,Botnet-TCP-WEB-Established
"88,Y*",Botnet-TCP-WEB-Established
"88*H*Y,Y*h*",Botnet-TCP-WEB-Established-SSL
",v+y+Y*Y+y*",Botnet-TCP-WEB-Established-SSL
"88+Y,Y*h*",Botnet-TCP-WEB-Established
"88*y*Y,Y*",Botnet-TCP-Established-SSL-Microsoft
58*y*y*,Botnet-TCP-WEB-Established-SSL
88*Y*Y+y*,Botnet-TCP-WEB-Established
88*y+Y*Y0Y*,Botnet-TCP-WEB-Established-SSL
"88*y*y*Y,",Botnet-TCP-WEB-Established
85+Y*y*,Botnet-TCP-WEB-Established-SSL
"8+y+y*Y,Y*y",Botnet-TCP-WEB-Established-SSL
880Y+,Botnet-TCP-WEB-Established
88*y*y*Y+Y*,Botnet-TCP-WEB-Established-SSL
88+y*y*Y+,Botnet-TCP-WEB-Established
s+s+s+B+S.S,Botnet-TCP-Attempt-SPAM
"+s*S+s+S,S*",Botnet-TCP-Attempt-SPAM
"s+s*B+s+s,s",Botnet-TCP-Attempt-SPAM
"H.Y*Y,y,y,y",Botnet-TCP-Established-SSL-Microsoft
"88*Y,",Botnet-TCP-WEB-Established-SSL
"*Y,Y+y*y*Y,",Botnet-TCP-Established-SSL-Microsoft
99+y*,Botnet-TCP-Established-HTTP-Microsoft
"Y+Y*y+Y*Y,Y",Botnet-TCP-Established-SSL-Microsoft
y+y+y*Y.y.Y,Botnet-TCP-WEB-Established-SSL
",H,y,y,Y*Y,",Botnet-TCP-WEB-Established-SSL
"+S,S+s,S*S,",Botnet-TCP-Attempt-SPAM
"+B+S,s,s+S,",Botnet-TCP-Attempt-SPAM
"+B+s+S,S+S.",Botnet-TCP-Attempt-SPAM
"8,H,H,H,h,y",Botnet-TCP-WEB-Established-SSL
"h,y.y.h.h.y",Botnet-TCP-WEB-Established-SSL
".R+R,R*r*r+",Botnet-TCP-Attempt-SPAM
"11,R,R*",Botnet-TCP-Attempt-SPAM
"s,s+B+B+s,B",Botnet-TCP-Attempt-SPAM
11+R*,Botnet-TCP-Attempt-SPAM
b+b+b+b+b+b,Botnet-TCP-Attempt-SPAM
B+b+b+b+b+b,Botnet-TCP-Attempt-SPAM
"22,R*",Botnet-TCP-Attempt-SPAM
"11*S,r,",Botnet-TCP-Attempt-SPAM
"12,s,",Botnet-TCP-Attempt-SPAM
"+B+s,B,S*s+",Botnet-TCP-Attempt-SPAM
",S+s+s*s+B+",Botnet-TCP-Attempt-SPAM
",s.R,S+S,s+",Botnet-TCP-Attempt-SPAM
s+S*s*S+s+s,Botnet-TCP-Attempt-SPAM
110R+,Botnet-TCP-Attempt-SPAM
"B*S,s+b+s+s",Botnet-TCP-Attempt-SPAM
"+s+s,S*B*B*",Botnet-TCP-Attempt-SPAM
"y,Y.Y.y,y,h",Botnet-TCP-Established-HTTP-Ad
12+R0,Botnet-TCP-Attempt-SPAM
22*s*s+,Botnet-TCP-Attempt-SPAM
"99,y,Z.",Botnet-TCP-WEB-Established
22*s*s*,Botnet-TCP-Attempt-SPAM
88.X*Z+,Botnet-TCP-Established-HTTP-Ad
99.Y0,Botnet-TCP-Established-HTTP-Ad
99*z0,Botnet-TCP-Established-HTTP-Ad
"99*Y,Z*",Botnet-TCP-Established-HTTP-Ad
"Z.Z,Z.Z,z.z",Botnet-TCP-WEB-Established
99*z*Z+z*,Botnet-TCP-WEB-Established
"11.r,",Botnet-TCP-Attempt-SPAM
"Z.Y,y,H,y,z",Botnet-TCP-Established-HTTP-Ad
"11.r,",Botnet-TCP-Attempt-SPAM
12*s*B*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
"r*S,S.S,a,r",Botnet-TCP-Attempt-SPAM
"21+R,R+R*",Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
"Y.Y,S.Y.y.Y",Botnet-TCP-WEB-Established
"Y.Y.Y,Y.Y.y",Botnet-TCP-WEB-Established
88.H.B.S.Y.,Botnet-TCP-WEB-Established
",I,z,z,I,Y*",Botnet-TCP-WEB-Established
"s*S,s+s+s+B",Botnet-TCP-Attempt-SPAM
"*R,r,R*r*R.",Botnet-TCP-Attempt-SPAM
"X+x+Z,z,Z.X",Botnet-TCP-HTTP-Google-Net-Established
"8,y,y,y.y,z",Botnet-TCP-Established-HTTP-Ad
"Z+y+z*z+Z,Z",Botnet-TCP-Established-HTTP-Ad
77+x*g*z+x+,Botnet-TCP-HTTP-Google-Net-Established
79.Z.Z.Z.,Botnet-TCP-WEB-Established-SSL
"11,R*R0",Botnet-TCP-Attempt-SPAM
"r,S,r+r+R,r",Botnet-TCP-Attempt-SPAM
22*S+s*,Botnet-TCP-Attempt-SPAM
2+s+b+s*s+S,Botnet-TCP-Attempt-SPAM
b+b+b+b+b+b,Botnet-TCP-Attempt-SPAM
s+s+s+S*s*S,Botnet-TCP-Attempt-SPAM
s+s+S*B*s+B,Botnet-TCP-Attempt-SPAM
"+s,s+s*s+s+",Botnet-TCP-Attempt-SPAM
12*r*,Botnet-TCP-Attempt-SPAM
"*s*s+s*S,S+",Botnet-TCP-Attempt-SPAM
22*B*s*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
2*s+s*s+s+S,Botnet-TCP-Attempt-SPAM
+y+y+h*h*y*,Botnet-TCP-Established-HTTP-Ad
"88,Y*",Botnet-TCP-WEB-Established
22+S*r*S+,Botnet-TCP-Attempt-SPAM
11*r*R.,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
220S*,Botnet-TCP-Attempt-SPAM
89.Z.,Botnet-TCP-WEB-Established
11*R*,Botnet-TCP-Attempt-SPAM
",S*R,r+R*r*",Botnet-TCP-Attempt-SPAM
"1+r*r+R,R+R",Botnet-TCP-Attempt-SPAM
55*v*,Botnet-TCP-Attempt-SPAM
51*S+,Botnet-TCP-Attempt-SPAM
55*v*,Botnet-TCP-Attempt-SPAM
"11,R.R,",Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
11*A*r*,Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
11+r*s*,Botnet-TCP-Attempt-SPAM
12*r*s*,Botnet-TCP-Attempt-SPAM
"12,s+R*R,R*",Botnet-TCP-Attempt-SPAM
55+V*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
55*E*v*,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
220r*,Botnet-TCP-Attempt-SPAM
"21,S*B*",Botnet-TCP-Attempt-SPAM
".S,Y*Y+Z.V+",Botnet-TCP-Attempt-SPAM
",e,B,V*V,e,",Botnet-TCP-CC-HTTP-Not-Encrypted
"11+R,",Botnet-TCP-Attempt-SPAM
"220s*S,S*",Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
52*s*B*,Botnet-TCP-Attempt-SPAM
"+s+s+b+r+r,",Botnet-TCP-Attempt-SPAM
"X.Z*Z.Z*Y,Z",Botnet-TCP-Established-HTTP-Ad
"+r*r+R*S,R+",Botnet-TCP-Attempt-SPAM
"8,H,H,Y.Y,h",Botnet-TCP-WEB-Established
990i0,Botnet-TCP-Established
"8.y,Y.Y,y,y",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
21*s*s*s*,Botnet-TCP-Attempt-SPAM
55+V*v*v*v*,Botnet-TCP-Attempt-SPAM
11*r0,Botnet-TCP-Attempt-SPAM
21.r.,Botnet-TCP-Attempt-SPAM
i*i*z*z*I+I,Botnet-TCP-Established-HTTP-Ad
"*R,r,R*r*R,",Botnet-TCP-Attempt-SPAM
"21*s*R,R*r*",Botnet-TCP-Attempt-SPAM
88*Y+y*v*y*,Botnet-TCP-Established-SPAM
"s,s+s+s*S,s",Botnet-TCP-Attempt-SPAM
"*s*R,s,S+B*",Botnet-TCP-Attempt-SPAM
85*y*,Botnet-TCP-Established-SPAM
",S*S,S+S,s+",Botnet-TCP-Attempt-SPAM
"+R,B,r,R,S*",Botnet-TCP-Attempt-SPAM
88+y*y*y*Y+,Botnet-TCP-Established-SPAM
"+s+S*R,s,s+",Botnet-TCP-Attempt-SPAM
210s*,Botnet-TCP-Attempt-SPAM
220S*,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
22*S*s*,Botnet-TCP-Attempt-SPAM
22+S*s*,Botnet-TCP-Attempt-SPAM
"11.R,R*A*A*",Botnet-TCP-Attempt-SPAM
"11,R*",Botnet-TCP-Attempt-SPAM
"22*s*R,",Botnet-TCP-Attempt-SPAM
".R,R.R.R,s.",Botnet-TCP-Attempt-SPAM
220S*,Botnet-TCP-Attempt-SPAM
22*S+,Botnet-TCP-Attempt-SPAM
220s*,Botnet-TCP-Attempt-SPAM
22*S+,Botnet-TCP-Attempt-SPAM
33*S*,Botnet-TCP-Attempt-SPAM
"22+R*R,S*",Botnet-TCP-Attempt-SPAM
210r*,Botnet-TCP-Attempt-SPAM
11.R.,Botnet-TCP-Attempt-SPAM
"11.r,r.r.",Botnet-TCP-Attempt-SPAM
11.R.,Botnet-TCP-Attempt-SPAM
11.r.,Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
22*S0,Botnet-TCP-Attempt-SPAM
11.R*,Botnet-TCP-Attempt-SPAM
"z,I,Z*Z*i*Z",Botnet-UDP-Attempt-DNS
"z,I,Z*Z*i*Z",Botnet-UDP-DNS
"11*R,",Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
"y.y.y.H,y,y",Botnet-TCP-Established-SSL-Microsoft
"12*R,R*",Botnet-TCP-Attempt-SPAM
"11,R.S,",Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
11*S*,Botnet-TCP-Attempt-SPAM
11*s*,Botnet-TCP-Attempt-SPAM
12.S.S.S.s.,Botnet-TCP-Attempt-SPAM
"11+A+r*s+R,",Botnet-TCP-Attempt-SPAM
"11,R0R+r+s+",Botnet-TCP-Attempt-SPAM
21*R+r*,Botnet-TCP-Attempt-SPAM
"s+s+r,s,s,r",Botnet-TCP-Attempt-SPAM
"11,S0",Botnet-TCP-Attempt-SPAM
",z+w,i,F,F,",Botnet-TCP-CC-HTTP-Not-Encrypted
"s.r,r.r,r.R",Botnet-TCP-Attempt-SPAM
"88.Y,Y.H.y.",Botnet-TCP-WEB-Established
11+R*r*A*,Botnet-TCP-Attempt-SPAM
11*R*,Botnet-TCP-Attempt-SPAM
12*r*s*s*,Botnet-TCP-Attempt-SPAM
21*r*r*A*,Botnet-TCP-Attempt-SPAM
"+Y,y.y.Y+Y,",Botnet-TCP-Established-HTTP-Ad
22*s*,Botnet-TCP-Attempt-SPAM
"22,R*",Botnet-TCP-Attempt-SPAM
550R*,Botnet-TCP-Attempt-SPAM
55*B*v*,Botnet-TCP-Attempt-SPAM
52*S*,Botnet-TCP-Attempt-SPAM
"21,s,s,R*",Botnet-TCP-Attempt-SPAM
"98,z,",Botnet-TCP-WEB-Established-SSL
990i0,Botnet-UDP-Attempt
990i0,Botnet-UDP-Custom-Encryption
"11,r.",Botnet-TCP-Attempt-SPAM
22*s0,Botnet-TCP-Attempt-SPAM
22*R+s+A+,Botnet-TCP-Attempt-SPAM
"21+R,S*",Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
22+r+,Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
99*z*z*I*,Botnet-TCP-Established-HTTP-Ad
.R*Z.Z.Z+Y.,Botnet-TCP-Established-HTTP-Ad
99*z*Z+,Botnet-TCP-Established-HTTP-Ad
"H+H*Z,z+y+z",Botnet-TCP-Attempt-SPAM
"H*Z,z+y+z+s",Botnet-TCP-Established-HTTP-Ad-yieldmanager
99+Z*z*z*z+,Botnet-TCP-WEB-Established
"19,Z+",Botnet-TCP-Established-HTTP-Adobe
*y+Z*Z+z+Y*,Botnet-TCP-Established-HTTP-Ad
"Y.v.Y*Z.Y,R",Botnet-TCP-Established-HTTP-Ad
z*z+I*z*z*z,Botnet-TCP-Established-HTTP-Ad
.Z*Z*z*z*z*,Botnet-TCP-WEB-Established
11*s*,Botnet-TCP-Attempt-SPAM
+i+i+i+i+I+,Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
"22.S,",Botnet-TCP-Attempt-SPAM
11*S.R*,Botnet-TCP-Attempt-SPAM
11*r*R+,Botnet-TCP-Attempt-SPAM
"88.y,y,y,",Botnet-TCP-Established-HTTP-Binary-Download
"22,r,",Botnet-TCP-Attempt-SPAM
"210R,",Botnet-TCP-Attempt-SPAM
21.A.,Botnet-TCP-Attempt-SPAM
"880Y,",Botnet-TCP-CC-HTTP-Not-Encrypted
"11*S,r,r.S,",Botnet-TCP-Attempt-SPAM
"12*s+s,",Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
"2.R,s,s,A,A",Botnet-TCP-Attempt-SPAM
22*s+,Botnet-TCP-Attempt-SPAM
88*Y0Y*,Botnet-TCP-CC-HTTP-Not-Encrypted
55*s*,Botnet-TCP-Attempt-SPAM
"12,r,S.",Botnet-TCP-Attempt-SPAM
22*R*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
"22,S*B*",Botnet-TCP-Attempt-SPAM
"11+r*R,r,r,",Botnet-TCP-Attempt-SPAM
11+R*,Botnet-TCP-Attempt-SPAM
11*s*r*r*,Botnet-TCP-Attempt-SPAM
"11*R+r,R*R,",Botnet-TCP-Attempt-SPAM
"11,R*",Botnet-TCP-Attempt-SPAM
",r+r+r*R+R*",Botnet-TCP-Attempt-SPAM
11*A*,Botnet-TCP-Attempt-SPAM
11*A*,Botnet-TCP-Attempt-SPAM
11.R+r*,Botnet-TCP-Attempt-SPAM
21*r*a*,Botnet-TCP-Attempt-SPAM
*A*A*r*s*r*,Botnet-TCP-Attempt-SPAM
11+r*r*r+R*,Botnet-TCP-Attempt-SPAM
12*r+S*s*r*,Botnet-TCP-Attempt-SPAM
"12+R.S.S.S,",Botnet-TCP-Attempt-SPAM
"2*s*R,S.S,S",Botnet-TCP-Attempt-SPAM
110r*,Botnet-TCP-Attempt-SPAM
22.R0,Botnet-TCP-Attempt-SPAM
"11,R.S*R,",Botnet-TCP-Attempt-SPAM
12*A*r*s*,Botnet-TCP-Attempt-SPAM
.y.H.y.y.H.,Botnet-TCP-WEB-Established
"11+R,",Botnet-TCP-Attempt-SPAM
*R+s*s*r+R.,Botnet-TCP-Attempt-SPAM
110S+A+,Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
"11*R,",Botnet-TCP-Attempt-SPAM
11+R*,Botnet-TCP-Attempt-SPAM
21*r*r*,Botnet-TCP-Attempt-SPAM
"11*r*R,R*r*",Botnet-TCP-Attempt-SPAM
11*B*A*A*s*,Botnet-TCP-Attempt-SPAM
2+S*s*A*r*s,Botnet-TCP-Attempt-SPAM
1*A*R+r+S*s,Botnet-TCP-Attempt-SPAM
11*A*R+,Botnet-TCP-Attempt-SPAM
21*r*r*,Botnet-TCP-Attempt-SPAM
*r*A*R+R*A*,Botnet-TCP-Attempt-SPAM
99*i+z*z*i*,Botnet-TCP-Established-HTTP-Ad
"11,r,",Botnet-TCP-Attempt-SPAM
12*B*,Botnet-TCP-Attempt-SPAM
22+R*,Botnet-TCP-Attempt-SPAM
11*B*r*R*R+,Botnet-TCP-Attempt-SPAM
"Y+Y,I,y+Y,I",Botnet-TCP-Established-HTTP-Ad
77.Y.R.Y.Y.,Botnet-TCP-HTTP-Google-Net-Established
12*A*s*r*,Botnet-TCP-Attempt-SPAM
21.R.,Botnet-TCP-Attempt-SPAM
"12+R,",Botnet-TCP-Attempt-SPAM
22*s*r*,Botnet-TCP-Attempt-SPAM
".Y.y.Y,y.y.",Botnet-TCP-Not-Encrypted-SMTP-Private-Proxy
"11,r,R.",Botnet-TCP-Attempt-SPAM
210R.R*,Botnet-TCP-Attempt-SPAM
21.R.,Botnet-TCP-Attempt-SPAM
21+S*,Botnet-TCP-Attempt-SPAM
"21,r,R*",Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
"12,B,R0S*",Botnet-TCP-Attempt-SPAM
+S*r+B+r*s*,Botnet-TCP-Attempt-SPAM
"*R,s,R*R+R*",Botnet-TCP-Attempt-SPAM
"1,R*r*A*R,R",Botnet-TCP-Attempt-SPAM
21*r*R*,Botnet-TCP-Attempt-SPAM
"r,r,R+s*B*R",Botnet-TCP-Attempt-SPAM
"21,s,s,s,r,",Botnet-TCP-Attempt-SPAM
"12,r,S+",Botnet-TCP-Attempt-SPAM
110s*,Botnet-TCP-Attempt-SPAM
11*a*r*,Botnet-TCP-Attempt-SPAM
+b+b+b+b+b+,Botnet-TCP-Attempt-SPAM
11+R*R.R.r.,Botnet-TCP-Attempt-SPAM
110R+r*r+,Botnet-TCP-Attempt-SPAM
"12,R*R*r*R,",Botnet-TCP-Attempt-SPAM
21+R*A*R*r+,Botnet-TCP-Attempt-SPAM
11*r*A*r+r+,Botnet-TCP-Attempt-SPAM
11.r.,Botnet-TCP-Attempt-SPAM
11*r+,Botnet-TCP-Attempt-SPAM
",r+r+R,B,s,",Botnet-TCP-Attempt-SPAM
+r+r*r+r+r*,Botnet-TCP-Attempt-SPAM
"8.H.Y,H,y.y",Botnet-TCP-WEB-Established
11.r.,Botnet-TCP-Attempt-SPAM
12*S.R*s*R+,Botnet-TCP-Attempt-SPAM
"1+r*R,R+r*r",Botnet-TCP-Attempt-SPAM
11*r*r*,Botnet-TCP-Attempt-SPAM
11*S+,Botnet-TCP-Attempt-SPAM
11*r*r*,Botnet-TCP-Attempt-SPAM
22+S0,Botnet-TCP-Attempt-SPAM
Y.H.Y*Y.y.Y,Botnet-TCP-Established-HTTP-Ad
*Y.y.Y*Y.y.,Botnet-TCP-Established-HTTP-Ad-yieldmanager
"Y.y,Y.R.Y*Y",Botnet-TCP-Established-HTTP-Ad
Y*Y.H.H.H.y,Botnet-TCP-Established-HTTP-Ad
".y.x,Y*Y.H,",Botnet-TCP-Established-HTTP-Ad
"y+Y.y,Y0Y.y",Botnet-TCP-WEB-Established
Y.y.y.y.Y.Y,Botnet-TCP-Established-HTTP-Ad
"Y.H.y.Y+Y,y",Botnet-TCP-Established-HTTP-Ad
88*y*,Botnet-TCP-CC-HTTP-Not-Encrypted
"11,S*s*R+",Botnet-TCP-Attempt-SPAM
88*y*y*,Botnet-TCP-CC-HTTP-Not-Encrypted
"22*B*R,",Botnet-TCP-Attempt-SPAM
22*R*,Botnet-TCP-Attempt-SPAM
11*s+r+,Botnet-TCP-Attempt-SPAM
.R.R.S.B.S.,Botnet-TCP-Attempt-SPAM
"11.S,r,S*",Botnet-TCP-Attempt-SPAM
52*r*,Botnet-TCP-Attempt-SPAM
"1+S,R*R+R*R",Botnet-TCP-Attempt-SPAM
25*s+,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
22+s*,Botnet-TCP-Attempt-SPAM
"R,r+A+r+r+s",Botnet-TCP-Attempt-SPAM
".F.v.E.s,E.",Botnet-TCP-Attempt-SPAM
88.Y+Y.Y*Y.,Botnet-TCP-Established-HTTP-Ad
z+z+z+Z*z+i,Botnet-TCP-Established-HTTP-Ad
22*S*,Botnet-TCP-Attempt-SPAM
12*s*,Botnet-TCP-Attempt-SPAM
",Y.y.y.Y,Y.",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
22+S0,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
22*B*B*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
12*s+,Botnet-TCP-Attempt-SPAM
"22*s*S,",Botnet-TCP-Attempt-SPAM
28*Y*,Botnet-TCP-Attempt-SPAM
28*Y*,Botnet-TCP-CC-HTTP-Not-Encrypted
.s.R.S.S.S.,Botnet-TCP-Attempt-SPAM
21*r*,Botnet-TCP-Attempt-SPAM
11.S.S.s.,Botnet-TCP-Attempt-SPAM
11*s*,Botnet-TCP-Attempt-SPAM
"1*R,R*S,S.R",Botnet-TCP-Attempt-SPAM
"11+r,r+r*r*",Botnet-TCP-Attempt-SPAM
11+S*r*S*,Botnet-TCP-Attempt-SPAM
"22,r.",Botnet-TCP-Attempt-SPAM
"s+R,S+r,r,r",Botnet-TCP-Attempt-SPAM
"R,R+A+R,r+R",Botnet-TCP-Attempt-SPAM
11*R+,Botnet-TCP-Attempt-SPAM
"+R*r+s+A+R,",Botnet-TCP-Attempt-SPAM
"r,R,r+s,r,A",Botnet-TCP-Attempt-SPAM
21+R*R+,Botnet-TCP-Attempt-SPAM
"21,R*s*s0R+",Botnet-TCP-Attempt-SPAM
21.R.R*,Botnet-TCP-Attempt-SPAM
11*A*,Botnet-TCP-Attempt-SPAM
Y.Y.Y.Y.Y*Y,Botnet-TCP-Established-HTTP-Ad
11*A*,Botnet-TCP-Attempt-SPAM
",y,y,H,H,Y*",Botnet-TCP-WEB-Established-SSL
y.H.H.y.y.y,Botnet-TCP-Attempt-SPAM
y.H.H.y.y.y,Botnet-TCP-WEB-Established-SSL
".H.H.H.Y,y,",Botnet-TCP-WEB-Established-SSL
"H,Y.y.H,h,H",Botnet-TCP-WEB-Established-SSL
"21,R*S,S*",Botnet-TCP-Attempt-SPAM
"11+R,S*A*s*",Botnet-TCP-Attempt-SPAM
88*y*y*y*y+,Botnet-TCP-WEB-Established-SSL
88*y*,Botnet-TCP-WEB-Established
88*y*,Botnet-TCP-WEB-Established-SSL
"88*H*Y,Y*y*",Botnet-TCP-WEB-Established-SSL
88*V+,Botnet-TCP-WEB-Established-SSL
89*y*y*,Botnet-TCP-WEB-Established-SSL
88*y*y*y*y+,Botnet-TCP-WEB-Established-SSL
88*y*,Botnet-TCP-WEB-Established
"Y,Y*v*H*y*y",Botnet-TCP-WEB-Established-SSL
88*Y+y*y+,Botnet-TCP-WEB-Established-SSL
"88+y+Y,",Botnet-TCP-WEB-Established
"88*y*y*Y,Y*",Botnet-TCP-WEB-Established-SSL
*Y*Y+Y*H*Y.,Botnet-TCP-WEB-Established-SSL
88*y*,Botnet-TCP-WEB-Established
"H*y*Y,Y*Y+H",Botnet-TCP-WEB-Established-SSL
"*Y,Y*y*y*H+",Botnet-TCP-WEB-Established-SSL
88*H*Y*y*h*,Botnet-TCP-WEB-Established
"2.S.R,r,r,r",Botnet-TCP-Attempt-SPAM
"1*R,s,S*s+R",Botnet-TCP-Attempt-SPAM
"Y*Y,y,y,Y*y",Botnet-TCP-Established-SSL-Microsoft
"Y*H*Y,y,h,Y",Botnet-TCP-Established-SSL-Microsoft
",Y*y+y,y+y+",Botnet-TCP-Established-SSL-Microsoft
",y,H,h,H,H,",Botnet-TCP-WEB-Established-SSL
"y+Y,H,Y+y,y",Botnet-TCP-WEB-Established-SSL
",H,H.y,H,y,",Botnet-TCP-WEB-Established-SSL
"H.y.y,y,h,y",Botnet-TCP-WEB-Established-SSL
",S+R,R*s0R,",Botnet-TCP-Attempt-SPAM
"11,s+",Botnet-TCP-Attempt-SPAM
"H.H.H.Y*Y,y",Botnet-TCP-Established-SSL-Microsoft
",I,y,y,y,y,",Botnet-TCP-Established-SSL-Microsoft
.y.H.H.H.y.,Botnet-TCP-WEB-Established-SSL
88.y.y.H.H.,Botnet-TCP-WEB-Established-SSL
R*r*R+s+r+R,Botnet-TCP-Attempt-SPAM
",A,S+R,S*R,",Botnet-TCP-Attempt-SPAM
"s,A,s,R+A,A",Botnet-TCP-Attempt-SPAM
"r.R,S+S*r*r",Botnet-TCP-Attempt-SPAM
+b+b+b+S*s*,Botnet-TCP-Attempt-SPAM
b+b+b+b+S*S,Botnet-TCP-Attempt-SPAM
22*S+b+b+s*,Botnet-TCP-Attempt-SPAM
11*A*A*r*,Botnet-TCP-Attempt-SPAM
"22,S*",Botnet-TCP-Attempt-SPAM
12.S.S.,Botnet-TCP-Attempt-SPAM
"r+R,r,A,A,s",Botnet-TCP-Attempt-SPAM
"S.r,r.A.r.R",Botnet-TCP-Attempt-SPAM
"s,R,r+r,R.R",Botnet-TCP-Attempt-SPAM
+y+z+y+z+i+,Botnet-TCP-Established-HTTP-Ad
"88,Y*Y,",Botnet-TCP-Established-HTTP-Ad
"88,H,y,y.y,",Botnet-TCP-WEB-Established
"22,S*s*",Botnet-TCP-Attempt-SPAM
"89*Y,X*",Botnet-TCP-Established-HTTP-Ad
"99,Z*z*",Botnet-TCP-Established-HTTP-Ad
98*I*,Botnet-TCP-WEB-Established
"98,Y0z*Y,",Botnet-TCP-Established-HTTP-Ad
88.Z*Z+z*Y+,Botnet-TCP-Established-HTTP-Ad
",Z*Y,Z*Y,Z+",Botnet-TCP-Established-HTTP-Ad
"98*I*Y,Z+Z*",Botnet-TCP-Established-HTTP-Ad
"98,Z*i*Y,Z+",Botnet-TCP-WEB-Established
",Y+Y.Z*Y,Y*",Botnet-TCP-Established-HTTP-Ad
88*z*,Botnet-TCP-Established-HTTP-Ad
"98,Z*",Botnet-TCP-Established-HTTP-Ad
"990Y,Y*",Botnet-TCP-Established-HTTP-Ad
"99*Y,Z*",Botnet-TCP-Established-HTTP-Ad
"98,Y*Y+y*",Botnet-TCP-WEB-Established
"9*Y,Z+Y,z,Z",Botnet-TCP-Established-HTTP-Ad
79*z*z*,Botnet-TCP-WEB-Established
"98,Y+Y*",Botnet-TCP-Established-HTTP-Ad
88.h.,Botnet-TCP-WEB-Established
11*r*,Botnet-TCP-Attempt-SPAM
"*R,R+A+r*R*",Botnet-TCP-Attempt-SPAM
*s*r+R*s*R+,Botnet-TCP-Attempt-SPAM
"b.H.y,y.y.y",Botnet-TCP-WEB-Established
82.R0,Botnet-TCP-WEB-Established
",R+r+r+s+R,",Botnet-TCP-Attempt-SPAM
12*r*,Botnet-TCP-Attempt-SPAM
98*y*,Botnet-TCP-HTTP-Google-Net-Established
"77,G,y,x.x,",Botnet-TCP-HTTP-Google-Net-Established
".Y,x+Z,Z.Y*",Botnet-TCP-HTTP-Google-Net-Established
"*h*i*i*z*Z,",Botnet-TCP-Established-HTTP-Ad
*z+I*y*z+I*,Botnet-TCP-Established-HTTP-Ad
97+X.X+,Botnet-TCP-HTTP-Google-Net-Established
11*a*r*r+r*,Botnet-TCP-Attempt-SPAM
"R,s,a,R,R+B",Botnet-TCP-Attempt-SPAM
+b+b+b+b+b+,Botnet-TCP-Attempt-SPAM
